temp,R0_med,HPD_high,HPD_low,greater_zero
23.2,0.914607423,1.865804991,0.535219383,1
23.3,0.927790273,1.88170979,0.543711996,1
23.4,0.937554338,1.888527874,0.551734847,1
23.5,0.947977495,1.896514404,0.559715757,1
23.6,0.958181603,1.906631846,0.566978339,1
23.7,0.965867875,1.907408554,0.57429822,1
23.8,0.973143716,1.904249666,0.580357037,1
23.9,0.978872583,1.902663294,0.58549888,1
24,0.984890383,1.901220498,0.590661864,1
24.1,0.989674245,1.902016862,0.595897869,1
24.2,0.992566702,1.904085912,0.600998437,1
24.3,0.99467432,1.897714828,0.605538714,1
24.4,0.998052761,1.892580672,0.609690244,1
24.5,0.999190231,1.881622791,0.612749488,1
24.6,0.999458251,1.861704917,0.615822107,1
24.7,1,1.853092259,0.618294091,1
24.8,0.998405574,1.844464501,0.618793913,1
24.9,0.996397322,1.834101839,0.621085022,1
25,0.993299134,1.820090441,0.62081894,1
25.1,0.989671907,1.793037027,0.621430703,1
25.2,0.98587205,1.775460822,0.62117087,1
25.3,0.981469191,1.755408671,0.620456164,1
25.4,0.97594389,1.735185489,0.619356132,1
25.5,0.969551789,1.712653556,0.618330652,1
25.6,0.962379253,1.693363648,0.615074241,1
25.7,0.954866808,1.668850935,0.612442916,1
25.8,0.94733008,1.646677156,0.609869043,1
25.9,0.938996109,1.618858655,0.607184746,1
26,0.930201328,1.590591099,0.603236394,1
26.1,0.920871364,1.563047068,0.599926234,1
26.2,0.911726867,1.53366405,0.594912286,1
26.3,0.901211887,1.506602916,0.590590532,1
26.4,0.8904083,1.479741394,0.586154492,1
26.5,0.879752803,1.450158006,0.581779968,1
26.6,0.868424824,1.422596381,0.576647016,1
26.7,0.856633377,1.392814188,0.571320586,1
26.8,0.844192701,1.364947565,0.564535869,1
26.9,0.831304472,1.333920367,0.558176171,1
27,0.818259802,1.305599384,0.551651702,1
27.1,0.804397238,1.278533819,0.544918781,1
27.2,0.790504932,1.246259242,0.539293873,1
27.3,0.776735892,1.215601414,0.529744235,1
27.4,0.762001171,1.189001139,0.52169747,1
27.5,0.747278813,1.158341863,0.512887429,1
27.6,0.732648995,1.130013554,0.503774634,1
27.7,0.717359055,1.101708197,0.495548932,1
27.8,0.70188754,1.069638735,0.486231934,1
27.9,0.686125212,1.041757912,0.476904549,1
28,0.670194966,1.015701809,0.467779156,1
28.1,0.654395025,0.984543069,0.4582995,1
28.2,0.638749432,0.956513509,0.449378388,1
28.3,0.622718609,0.926164115,0.439902477,1
28.4,0.606390535,0.900394345,0.42980821,1
28.5,0.590548239,0.873308166,0.419570477,1
28.6,0.574886388,0.844943423,0.40955117,1
28.7,0.558848249,0.816929406,0.400655877,1
28.8,0.542591221,0.790028958,0.389226727,1
28.9,0.52630615,0.764121035,0.378521311,1
29,0.510102387,0.73718829,0.367997061,1
29.1,0.493933176,0.711061629,0.357332967,1
29.2,0.478148161,0.685432664,0.346887656,1
29.3,0.462064007,0.660349593,0.334921067,1
29.4,0.445932153,0.636056545,0.323344219,1
29.5,0.42965593,0.611917936,0.312076966,1
29.6,0.413796166,0.587404711,0.300387174,1
29.7,0.397903955,0.565067857,0.289306783,1
29.8,0.382307959,0.541575325,0.277025667,1
29.9,0.36652921,0.519144457,0.265527481,1
30,0.351023312,0.497882658,0.253710995,1
30.1,0.335659108,0.477157279,0.241420398,1
30.2,0.320626663,0.456815742,0.229785804,1
30.3,0.305773793,0.43561083,0.218187195,1
30.4,0.290886421,0.416417265,0.206187081,1
30.5,0.276292389,0.39762661,0.193401611,1
30.6,0.261340692,0.378299241,0.18164928,1
30.7,0.246817933,0.360064782,0.169972104,1
30.8,0.232990909,0.342195245,0.157899302,0.9998
30.9,0.218953909,0.324536723,0.145285533,0.9998
31,0.204903859,0.306885197,0.13273937,0.9998
31.1,0.191083644,0.290501996,0.11968561,0.9994
31.2,0.177404944,0.273988125,0.105570942,0.9992
31.3,0.164148164,0.258379245,0.089553556,0.9974
31.4,0.150609819,0.24317466,0.072490787,0.994
31.5,0.136951433,0.228539352,0.05240694,0.988
31.6,0.123764114,0.214248085,0.020383424,0.9776
31.7,0.110356139,0.200411234,0,0.9614
31.8,0.097277224,0.18740004,0,0.9322
31.9,0.084056974,0.174711944,0,0.8826
32,0.070524393,0.162282263,0,0.8
32.1,0.056263828,0.149734154,0,0.7104
32.2,0.039849366,0.137753904,0,0.614
32.3,0.017518294,0.126464721,0,0.5246
32.4,0,0.115122926,0,0.4484
32.5,0,0.103607181,0,0.3784
32.6,0,0.092934049,0,0.3142
32.7,0,0.082230805,0,0.2618
32.8,0,0.072164319,0,0.2138
32.9,0,0.062914496,0,0.1744
33,0,0.053422251,0,0.1388
33.1,0,0.043823827,0,0.1114
33.2,0,0.035451315,0,0.089
33.3,0,0.027438885,0,0.07
33.4,0,0.019708985,0,0.0552
33.5,0,0.012201365,0,0.0394
33.6,0,0.004706707,0,0.03
33.7,0,0,0,0.0214
33.8,0,0,0,0.015
33.9,0,0,0,0.0104
34,0,0,0,0.007
34.1,0,0,0,0.0046
34.2,0,0,0,0.003
34.3,0,0,0,0.0016
34.4,0,0,0,6.00E-04
34.5,0,0,0,0
34.6,0,0,0,0
34.7,0,0,0,0
34.8,0,0,0,0
34.9,0,0,0,0
35,0,0,0,0
35.1,0,0,0,0
35.2,0,0,0,0
35.3,0,0,0,0
35.4,0,0,0,0
35.5,0,0,0,0
35.6,0,0,0,0
35.7,0,0,0,0
35.8,0,0,0,0
35.9,0,0,0,0
36,0,0,0,0
36.1,0,0,0,0
36.2,0,0,0,0
36.3,0,0,0,0
36.4,0,0,0,0
36.5,0,0,0,0
36.6,0,0,0,0
36.7,0,0,0,0
36.8,0,0,0,0
36.9,0,0,0,0
37,0,0,0,0
37.1,0,0,0,0
37.2,0,0,0,0
37.3,0,0,0,0
37.4,0,0,0,0
37.5,0,0,0,0
37.6,0,0,0,0
37.7,0,0,0,0
37.8,0,0,0,0
37.9,0,0,0,0
38,0,0,0,0
38.1,0,0,0,0
38.2,0,0,0,0
38.3,0,0,0,0
38.4,0,0,0,0
38.5,0,0,0,0
38.6,0,0,0,0
38.7,0,0,0,0
38.8,0,0,0,0
38.9,0,0,0,0
39,0,0,0,0
39.1,0,0,0,0
39.2,0,0,0,0
39.3,0,0,0,0
39.4,0,0,0,0
39.5,0,0,0,0
39.6,0,0,0,0
39.7,0,0,0,0
39.8,0,0,0,0
39.9,0,0,0,0
40,0,0,0,0
40.1,0,0,0,0
40.2,0,0,0,0
40.3,0,0,0,0
40.4,0,0,0,0
40.5,0,0,0,0
40.6,0,0,0,0
40.7,0,0,0,0
40.8,0,0,0,0
40.9,0,0,0,0
41,0,0,0,0
41.1,0,0,0,0
41.2,0,0,0,0
41.3,0,0,0,0
41.4,0,0,0,0
41.5,0,0,0,0
41.6,0,0,0,0
41.7,0,0,0,0
41.8,0,0,0,0
41.9,0,0,0,0
42,0,0,0,0
42.1,0,0,0,0
42.2,0,0,0,0
42.3,0,0,0,0
42.4,0,0,0,0
42.5,0,0,0,0
42.6,0,0,0,0
42.7,0,0,0,0
42.8,0,0,0,0
42.9,0,0,0,0
43,0,0,0,0
43.1,0,0,0,0
43.2,0,0,0,0
43.3,0,0,0,0
43.4,0,0,0,0
43.5,0,0,0,0
43.6,0,0,0,0
43.7,0,0,0,0
43.8,0,0,0,0
43.9,0,0,0,0
44,0,0,0,0
44.1,0,0,0,0
44.2,0,0,0,0
44.3,0,0,0,0
44.4,0,0,0,0
44.5,0,0,0,0
44.6,0,0,0,0
44.7,0,0,0,0
44.8,0,0,0,0
44.9,0,0,0,0
45,0,0,0,0
